smiles,solubility,logp
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.030000,1.990000
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.820000,4.930000
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.410000,-6.300000
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696000,1.580000
CCN2c1ncccc1N(C)C(=O)c3cccnc23,-2.620000,1.730000
C1SC(=S)NC1(=O),-1.770000,0.610000
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685000,-0.920000
CCCOC(=O)c1ccc(N)cc1,-2.452000,2.030000
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.720000,4.470000
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,-4.420000,3.320000
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376000,2.290000
O2c1ccccc1N(C)C(=O)c3cccnc23,-3.672000,1.830000
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,-3.928000,2.140000
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,-4.114000,2.550000
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23,-4.207000,2.880000
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23,-4.554000,2.510000
CCN2c1ncccc1N(C)C(=S)c3cccnc23,-4.634000,2.620000
CCN2c1ccccc1N(C)C(=S)c3cccnc23,-4.706000,3.240000
CCN2c1ccccc1N(C)C(=O)c3ccccc23,-4.749000,2.980000
CCN2c1ncccc1N(CC)C(=O)c3cccnc23,-2.860000,2.090000
C2c1ccccc1N(CCF)C(=O)c3ccccc23,-4.799000,3.250000
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,-4.871000,3.110000
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23,-5.153000,2.840000
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23,-5.360000,3.090000
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23,-3.043000,1.520000
CCN2c1ccccc1N(C)C(=O)c3cccnc23,-3.324000,2.350000
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23,-3.360000,1.880000
C2c1ccccc1N(CCF)C(=O)c3ccccc23,-3.535000,3.250000
O2c1ccccc1N(CC)C(=O)c3ccccc23,-3.680000,2.810000
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.850000,-1.370000
NC(=O)c1ccccc1O,-1.836000,1.170000
c1ccccc1NC(=O)c2c(O)cccc2,-3.590000,2.760000
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.090000,2.600000
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356000,2.030000
CC1CCCCC1NC(=O)Nc2ccccc2,-4.110000,3.270000
CCNc1nc(Cl)nc(NCC)n1,-4.550000,1.780000
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676000,2.740000
OCC(O)C(O)C(O)C(O)CO,1.090000,-3.730000
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981000,-2.480000
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173000,3.640000
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,-3.840000,4.320000
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,-4.743000,3.410000
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522000,4.190000
C=Cc1ccccc1,-2.820000,2.710000
C1OC1c2ccccc2,-1.600000,1.740000
O=C1CCC(=O)N1,0.300000,-0.990000
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O,0.790000,-4.530000
NC(=N)NS(=O)(=O)c1ccc(N)cc1,-1.990000,-0.520000
CCN(CC)C(=S)SCC(Cl)=C,-3.390000,3.100000
Nc1ccc(cc1)S(N)(=O)=O,-1.340000,-0.250000
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016000,1.590000
CC(C)(C)c1ccccc1,-3.660000,3.520000
C/C=C/C=O,0.320000,0.760000
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-7.280000,4.500000
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484000,1.290000
CCOP(=S)(OCC)SCSC(C)(C)C,-4.755000,3.650000
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239000,2.090000
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.000000,2.880000
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.020000,3.370000
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.184000,3.810000
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.370000,4.510000
BrC(Br)(Br)Br,-3.140000,3.600000
ClC(=C(Cl)Cl)Cl,-2.540000,2.620000
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.020000,3.930000
ClC(Cl)(Cl)Cl,-2.310000,3.000000
CCCCCCCCCCCCCC,-7.960000,6.690000
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000,5.510000
C1CCOC1,0.490000,0.530000
C1CCOCC1,-0.030000,0.970000
CN(C)C(=O)N(C)C,0.940000,-0.470000
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676000,0.020000
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,-2.523000,-0.770000
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.390000,-0.770000
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,-2.154000,-0.220000
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.460000,2.920000
c1ccccc1SC,-2.390000,2.600000
CNC(=O)ON=C(CSC)C(C)(C)C,-1.620000,2.560000
CCSCCSP(=S)(OC)OC,-3.091000,2.320000
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.360000,2.780000
c1ccsc1,-1.330000,1.750000
Sc1ccccc1,-2.120000,2.070000
Sc1nccc(=O)[nH]1,-2.273000,0.480000
NC(=S)N,0.320000,-0.470000
CN(C)C(=S)SSC(=S)N(C)C,-3.900000,2.730000
Cc1c[nH]c(=O)[nH]c1=O,-1.506000,-0.460000
CC(C)c1ccc(C)cc1O,-2.220000,3.430000
Cc1ccccc1,-2.210000,2.490000
CC(C)(C)Cc1ccccc1,-4.150000,3.960000
C/C1CCC(\C)CC1,-4.470000,3.240000
CCCC/C=C/C,-3.820000,3.210000
CC/C=C/C,-2.540000,2.320000
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.610000,3.970000
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.880000,3.800000
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.680000,0.240000
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,-4.310000,1.940000
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,-4.130000,1.120000
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404000,1.110000
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-4.090000,2.890000
BrC(Br)Br,-1.910000,2.280000
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.680000,0.970000
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.220000,1.140000
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.680000,0.970000
ClC(Cl)(Cl)C#N,-2.168000,1.590000
ClC=C(Cl)Cl,-1.960000,2.180000
ClC(Cl)Cl,-1.170000,1.830000
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752000,4.770000
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.460000,4.980000
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-6.010000,6.630000
Cc2cccc3sc1nncn1c23,-2.070000,1.160000
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.060000,2.770000
CCOP(=O)(OCC)OCC,0.430000,1.180000
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.680000,4.600000
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl,-4.190000,1.930000
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O,-3.638000,1.200000
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726000,4.940000
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,-1.950000,-1.280000
O=c1cc[nH]c(=O)[nH]1,-1.488000,-0.860000
NC(=O)N,0.960000,-1.360000
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,-3.930000,-1.540000
CCCCC=O,-0.850000,1.210000
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144000,0.320000
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925000,3.740000
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,-3.893000,2.740000
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.790000,3.000000
CNC(=O)Oc1cc(C)cc(C)c1,-2.581000,2.500000
